sinp                   lambda3  tanbeta  sinbma       widthA        MA            widthH        MH            FracWA      FracWH
0.2                    8        8        0.9949874    9.697768e+01  4.100000e+02  8.635006e+00  2.600000e+02  0.236531    0.0332116
0.2                    8        8        0.979795897  1.245111e+02  4.100000e+02  5.003194e+01  2.600000e+02  0.303686    0.192431
0.3                    2        1        0.99995      1.640668e+01  4.100000e+02  1.786602e-01  2.600000e+02  0.0400163   0.000687155
0.3                    2        1        0.9949874    1.653139e+01  4.100000e+02  7.415557e-01  2.600000e+02  0.0403205   0.00285214
0.3                    2        1        0.979795897  1.690977e+01  4.100000e+02  2.362600e+00  2.600000e+02  0.0412433   0.00908692
0.3                    2        2        0.99995      8.109757e+00  4.100000e+02  2.335408e-01  2.600000e+02  0.0197799   0.000898234
0.3                    2        2        0.9949874    8.188513e+00  4.100000e+02  8.194610e-01  2.600000e+02  0.019972    0.00315177
0.3                    2        2        0.979795897  8.554355e+00  4.100000e+02  2.738648e+00  2.600000e+02  0.0208643   0.0105333
0.3                    2        3        0.99995      7.700455e+00  4.100000e+02  3.697629e-01  2.600000e+02  0.0187816   0.00142216
0.3                    2        3        0.9949874    7.450620e+00  4.100000e+02  9.357608e-01  2.600000e+02  0.0181722   0.00359908
0.3                    2        3        0.979795897  7.540724e+00  4.100000e+02  2.941051e+00  2.600000e+02  0.018392    0.0113117
0.3                    2        4        0.99995      8.858104e+00  4.100000e+02  5.635004e-01  2.600000e+02  0.0216051   0.00216731
0.3                    2        4        0.9949874    7.889925e+00  4.100000e+02  1.060351e+00  2.600000e+02  0.0192437   0.00407827
0.3                    2        4        0.979795897  7.393123e+00  4.100000e+02  3.006036e+00  2.600000e+02  0.018032    0.0115617
0.3                    2        5        0.99995      1.079004e+01  4.100000e+02  8.101888e-01  2.600000e+02  0.0263172   0.00311611
0.3                    2        5        0.9949874    8.624402e+00  4.100000e+02  1.179548e+00  2.600000e+02  0.0210351   0.00453672
0.3                    2        5        0.979795897  7.238138e+00  4.100000e+02  2.935699e+00  2.600000e+02  0.017654    0.0112911
0.3                    2        6        0.99995      1.328996e+01  4.100000e+02  1.107315e+00  2.600000e+02  0.0324145   0.0042589
0.3                    2        6        0.9949874    9.373812e+00  4.100000e+02  1.282854e+00  2.600000e+02  0.022863    0.00493405
0.3                    2        6        0.979795897  6.857217e+00  4.100000e+02  2.736827e+00  2.600000e+02  0.0167249   0.0105263
0.3                    2        8        0.99995      1.971014e+01  4.100000e+02  1.844817e+00  2.600000e+02  0.0480735   0.00709545
0.3                    2        8        0.9949874    1.042965e+01  4.100000e+02  1.411214e+00  2.600000e+02  0.0254382   0.00542775
0.3                    2        8        0.979795897  5.451707e+00  4.100000e+02  2.037683e+00  2.600000e+02  0.0132968   0.00783724
0.3                    3        1        0.99995      1.545669e+01  4.100000e+02  1.750168e-01  2.600000e+02  0.0376992   0.000673142
0.3                    3        1        0.9949874    1.556227e+01  4.100000e+02  3.841209e-01  2.600000e+02  0.0379568   0.00147739
0.3                    3        1        0.979795897  1.588425e+01  4.100000e+02  1.017994e+00  2.600000e+02  0.0387421   0.00391536
